,Price (€/MWh),Wind (MW)
2024-07-10 00:00:00+02:00,24.150000000000002,1342.03375
2024-07-11 00:00:00+02:00,21.844166666666666,227.24208333333334
2024-07-12 00:00:00+02:00,27.564166666666665,171.42499999999998
2024-07-13 00:00:00+02:00,11.63875,1223.1579166666668
2024-07-14 00:00:00+02:00,8.0,985.8020833333334
2024-07-15 00:00:00+02:00,22.269583333333333,792.46125
2024-07-16 00:00:00+02:00,24.221666666666668,315.81458333333336
2024-07-17 00:00:00+02:00,16.855833333333333,1003.3925
2024-07-18 00:00:00+02:00,14.970416666666667,1427.8954166666665
2024-07-19 00:00:00+02:00,17.581666666666667,584.5620833333334
2024-07-20 00:00:00+02:00,16.01625,251.5625
2024-07-21 00:00:00+02:00,16.197916666666668,323.2445833333333
2024-07-22 00:00:00+02:00,22.586250000000003,464.0075
2024-07-23 00:00:00+02:00,21.765416666666667,320.69916666666666
2024-07-24 00:00:00+02:00,20.881666666666668,121.07041666666667
2024-07-25 00:00:00+02:00,22.677083333333332,251.35625000000002
2024-07-26 00:00:00+02:00,19.750833333333333,597.3254166666667
2024-07-27 00:00:00+02:00,20.55125,898.7383333333333
2024-07-28 00:00:00+02:00,3.0133333333333336,880.3649999999999
2024-07-29 00:00:00+02:00,3.9216666666666664,975.8075
2024-07-30 00:00:00+02:00,13.04125,643.54125
2024-07-31 00:00:00+02:00,7.368333333333333,1052.4937499999999
2024-08-01 00:00:00+02:00,6.662916666666667,453.30958333333336
2024-08-02 00:00:00+02:00,14.47875,262.01708333333335
2024-08-03 00:00:00+02:00,17.18375,166.10375
2024-08-04 00:00:00+02:00,17.072083333333335,97.09416666666668
2024-08-05 00:00:00+02:00,25.027916666666666,72.87416666666667
2024-08-06 00:00:00+02:00,22.15416666666667,69.01208333333334
2024-08-07 00:00:00+02:00,16.647083333333335,326.65500000000003
2024-08-08 00:00:00+02:00,7.910416666666666,606.9291666666667
2024-08-09 00:00:00+02:00,4.26625,1351.1558333333332
2024-08-10 00:00:00+02:00,-6.255416666666666,1953.74125
2024-08-11 00:00:00+02:00,-6.865833333333334,1665.5916666666665
2024-08-12 00:00:00+02:00,12.000416666666666,856.9195833333333
2024-08-13 00:00:00+02:00,20.135833333333334,250.2125
2024-08-14 00:00:00+02:00,17.584166666666665,604.4295833333333
2024-08-15 00:00:00+02:00,8.71375,876.3183333333333
2024-08-16 00:00:00+02:00,7.929583333333333,1217.3645833333333
2024-08-17 00:00:00+02:00,11.15625,1189.2470833333334
2024-08-18 00:00:00+02:00,9.3575,937.4954166666666
2024-08-19 00:00:00+02:00,7.957083333333333,811.4158333333334
2024-08-20 00:00:00+02:00,5.382083333333333,791.5833333333334
2024-08-21 00:00:00+02:00,2.689583333333333,1047.37625
2024-08-22 00:00:00+02:00,4.822916666666667,1296.385
2024-08-23 00:00:00+02:00,0.5670833333333333,1928.61125
2024-08-24 00:00:00+02:00,-5.2370833333333335,1607.0795833333334
2024-08-25 00:00:00+02:00,-4.587083333333333,2073.9633333333336
2024-08-26 00:00:00+02:00,-0.47541666666666665,2178.195416666667
2024-08-27 00:00:00+02:00,2.2191666666666667,1045.2275
2024-08-28 00:00:00+02:00,3.450416666666667,942.9079166666667
2024-08-29 00:00:00+02:00,4.108333333333333,1218.3591666666666
2024-08-30 00:00:00+02:00,2.2041666666666666,1145.8700000000001
2024-08-31 00:00:00+02:00,1.315,889.945
2024-09-01 00:00:00+02:00,9.280416666666666,397.72375000000005
2024-09-02 00:00:00+02:00,40.6075,239.75041666666667
2024-09-03 00:00:00+02:00,24.732083333333335,1038.90625
2024-09-04 00:00:00+02:00,18.400000000000002,1101.7795833333332
2024-09-05 00:00:00+02:00,18.067916666666665,669.0258333333334
2024-09-06 00:00:00+02:00,9.946250000000001,519.1366666666667
2024-09-07 00:00:00+02:00,6.69,509.1429166666667
2024-09-08 00:00:00+02:00,3.6029166666666668,912.9695833333334
2024-09-09 00:00:00+02:00,1.39625,1412.15125
2024-09-10 00:00:00+02:00,0.6916666666666668,1991.2158333333334
2024-09-11 00:00:00+02:00,12.090833333333334,1033.05875
2024-09-12 00:00:00+02:00,6.465833333333333,981.0116666666667
2024-09-13 00:00:00+02:00,17.851666666666667,246.04458333333332
2024-09-14 00:00:00+02:00,6.192916666666666,460.2029166666667
2024-09-15 00:00:00+02:00,8.436666666666666,199.35
2024-09-16 00:00:00+02:00,37.550000000000004,195.88708333333332
2024-09-17 00:00:00+02:00,34.85916666666667,126.4825
